CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY
고등교육법 일부개정법률안(대안),2021-08-25,교육부,육아/교육
지방재정법 일부개정법률안,2021-08-25,행정안전부,행정
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,2021-08-25,고용노동부,일자리
부가가치세법 일부개정법률안,2021-08-25,기획재정부,행정
지방자치단체 기금관리기본법 일부개정법률안,2021-08-25,행정안전부,행정
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,2021-08-25,고용노동부,일자리
국가핵심전략산업 경쟁력 강화를 위한 특별법안,2021-08-25,산업통상자원부,성장동력
법무사법 일부개정법률안,2021-08-25,법무부,정치개혁
녹색건축물 조성 지원법 일부개정법률안,2021-08-25,국토교통부,교통/건축/국토
국민건강보험법 일부개정법률안,2021-08-25,보건복지부,보건복지
복권 및 복권기금법 일부개정법률안,2021-08-25,기획재정부,행정
지방자치법 일부개정법률안,2021-08-25,행정안전부,행정
지방세법 일부개정법률안,2021-08-25,행정안전부,행정
동물보호법 일부개정법률안,2021-08-25,농림축산식품부,농산어촌
성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,2021-08-26,여성가족부,인권/성평등
장애인고용촉진 및 직업재활법 일부개정법률안,2021-08-26,고용노동부,일자리
고등교육법 일부개정법률안,2021-08-26,교육부,육아/교육
중증장애인생산품 우선구매 특별법 일부개정법률안,2021-08-26,보건복지부,보건복지
모자보건법 일부개정법률안,2021-08-26,보건복지부,보건복지
건축법 일부개정법률안,2021-08-26,국토교통부,교통/건축/국토
박물관 및 미술관 진흥법 일부개정법률안,2021-08-26,문화체육관광부,문화/예술/체육/언론
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2021-08-26,고용노동부,일자리
국가재정법 일부개정법률안,2021-08-26,기획재정부,행정
고용보험법 일부개정법률안,2021-08-26,고용노동부,일자리
전기통신사업법 일부개정법률안,2021-08-26,과학기술정보통신부,성장동력
국가재정법 일부개정법률안,2021-08-26,기획재정부,행정
근로기준법 일부개정법률안,2021-08-26,고용노동부,일자리
행정사법 일부개정법률안,2021-08-26,행정안전부,행정
발전소주변지역 지원에 관한 법률 일부개정법률안,2021-08-26,산업통상자원부,성장동력
경비업법 일부개정법률안,2021-08-26,경찰청,행정
민사집행법 일부개정법률안,2021-08-26,법무부,정치개혁
한국수산어촌공단법안,2021-08-26,해양수산부,농산어촌
주민등록법 일부개정법률안,2021-08-26,행정안전부,행정
사행산업통합감독위원회법 일부개정법률안,2021-08-26,문화체육관광부,문화/예술/체육/언론
부모보험법안,2021-08-26,보건복지부,보건복지
대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,2021-08-27,공정거래위원회,성장동력
대리점거래의 공정화에 관한 법률 일부개정법률안,2021-08-27,공정거래위원회,성장동력
공직선거법 일부개정법률안,2021-08-27,중앙선거관리위원회,정치개혁
교육공무원법 일부개정법률안,2021-08-27,교육부,육아/교육
정부조직법 일부개정법률안,2021-08-27,행정안전부,행정
지방세특례제한법 일부개정법률안,2021-08-27,행정안전부,행정
에너지법 일부개정법률안,2021-08-27,산업통상자원부,성장동력
사립학교교직원 연금법 일부개정법률안,2021-08-27,교육부,육아/교육
국민건강보험법 일부개정법률안,2021-08-27,보건복지부,보건복지
항만법 일부개정법률안,2021-08-27,해양수산부,농산어촌
특정범죄 가중처벌 등에 관한 법률 일부개정법률안,2021-08-27,법무부,정치개혁
원자력안전위원회의 설치 및 운영에 관한 법률 일부개정법률안,2021-08-27,원자력안전위원회,안전/환경
원자력시설 등의 방호 및 방사능 방재 대책법 일부개정법률안,2021-08-27,원자력안전위원회,안전/환경
법인세법 일부개정법률안,2021-08-27,기획재정부,행정
조세특례제한법 일부개정법률안,2021-08-27,기획재정부,행정
부동산 거래신고 등에 관한 법률 일부개정법률안,2021-08-27,국토교통부,교통/건축/국토
범죄피해자 보호법 일부개정법률안,2021-08-27,법무부,정치개혁
조세특례제한법 일부개정법률안,2021-08-27,기획재정부,행정
출입국관리법 일부개정법률안,2021-08-27,법무부,정치개혁
전통식품산업 진흥에 관한 법률안,2021-08-27,농림축산식품부,농산어촌
석탄산업법 일부개정법률안,2021-08-27,산업통상자원부,성장동력
조세특례제한법 일부개정법률안,2021-08-27,기획재정부,행정
도로교통법 일부개정법률안,2021-08-27,경찰청,행정
소득세법 일부개정법률안,2021-08-27,기획재정부,행정
부가가치세법 일부개정법률안,2021-08-27,기획재정부,행정
중소기업제품 구매촉진 및 판로지원에 관한 법률 일부개정법률안,2021-08-27,중소벤처기업부,일자리
지방자치법 일부개정법률안,2021-08-27,행정안전부,행정
공직자윤리법 일부개정법률안,2021-08-30,인사혁신처,행정
지방세특례제한법 일부개정법률안,2021-08-30,행정안전부,행정
정보통신 진흥 및 융합 활성화 등에 관한 특별법 일부개정법률안,2021-08-30,과학기술정보통신부,성장동력
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2021-08-30,법무부,정치개혁
전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안,2021-08-30,공정거래위원회,성장동력
출신학교 차별없는 교육 공정성 실현에 관한 법률안,2021-08-30,교육부,육아/교육
도시와 농어촌 간의 교류촉진에 관한 법률 일부개정법률안,2021-08-30,농림축산식품부,농산어촌
예비군법 일부개정법률안,2021-08-30,국방부,외교/통일/국방
외국인근로자의 고용 등에 관한 법률 일부개정법률안,2021-08-30,고용노동부,일자리
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2021-08-30,질병관리청,안전/환경
도시재생 활성화 및 지원에 관한 특별법 일부개정법률안,2021-08-30,국토교통부,교통/건축/국토
공직선거법 일부개정법률안,2021-08-30,중앙선거관리위원회,정치개혁
생물다양성 보전 및 이용에 관한 법률 일부개정법률안,2021-08-30,환경부,안전/환경
응급의료에 관한 법률 일부개정법률안,2021-08-30,보건복지부,보건복지
국가재정법 일부개정법률안,2021-08-30,기획재정부,행정
공공주택 특별법 일부개정법률안,2021-08-30,국토교통부,교통/건축/국토
청소년복지 지원법 일부개정법률안,2021-08-30,여성가족부,인권/성평등
상속세 및 증여세법 일부개정법률안,2021-08-30,기획재정부,행정
교통시설특별회계법 일부개정법률안,2021-08-30,국토교통부,교통/건축/국토
경범죄 처벌법 일부개정법률안,2021-08-30,경찰청,행정
일제강점기 여자근로정신대 피해자에 대한 보호ㆍ지원 및 기념사업 등에 관한 법률안,2021-08-30,여성가족부,인권/성평등
환경보건법 일부개정법률안,2021-08-30,환경부,안전/환경
공정한 채용을 위한 출신학교차별금지 및 직무능력중심 고용 촉진에 관한 법률안,2021-08-30,고용노동부,일자리
악취방지법 일부개정법률안,2021-08-30,환경부,안전/환경
부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안,2021-08-30,국민권익위원회,인권/성평등
가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2021-08-31,법무부,정치개혁
공직선거법 일부개정법률안,2021-08-31,중앙선거관리위원회,정치개혁
국가재정법 일부개정법률안,2021-08-31,기획재정부,행정
수소경제 육성 및 수소 안전관리에 관한 법률 일부개정법률안,2021-08-31,산업통상자원부,성장동력
고등교육법 일부개정법률안,2021-08-31,교육부,육아/교육
학교폭력예방 및 대책에 관한 법률 일부개정법률안,2021-08-31,교육부,육아/교육
양육비 이행확보 및 지원에 관한 법률 일부개정법률안,2021-08-31,여성가족부,인권/성평등
청소년복지 지원법 일부개정법률안,2021-08-31,여성가족부,인권/성평등
공동주택관리법 일부개정법률안,2021-08-31,국토교통부,교통/건축/국토
국가공무원법 일부개정법률안,2021-08-31,인사혁신처,행정
주차장법 일부개정법률안,2021-08-31,국토교통부,교통/건축/국토
도로교통법 일부개정법률안,2021-08-31,경찰청,행정
환경영향평가법 일부개정법률안,2021-08-31,환경부,안전/환경
조달사업에 관한 법률 일부개정법률안,2021-08-31,기획재정부,행정
조세특례제한법 일부개정법률안,2021-08-31,기획재정부,행정
아동복지법 일부개정법률안,2021-08-31,보건복지부,보건복지
동물보호법 일부개정법률안,2021-08-31,농림축산식품부,농산어촌
장애인기업활동 촉진법 일부개정법률안,2021-08-31,중소벤처기업부,일자리
노인복지법 일부개정법률안,2021-08-31,보건복지부,보건복지
국가재정법 일부개정법률안,2021-08-31,기획재정부,행정
사회적경제기업제품 구매촉진 및 판로지원에 관한 특별법안,2021-08-31,고용노동부,일자리
주택법 일부개정법률안,2021-08-31,국토교통부,교통/건축/국토
평등 및 차별금지에 관한 법률안,2021-08-31,법무부,정치개혁
청소년복지 지원법 일부개정법률안,2021-08-31,여성가족부,인권/성평등
해양수산생명자원의 확보·관리 및 이용 등에 관한 법률 일부개정법률안,2021-09-01,해양수산부,농산어촌
지방자치법 일부개정법률안,2021-09-01,행정안전부,행정
도시재생 활성화 및 지원에 관한 특별법 일부개정법률안,2021-09-01,국토교통부,교통/건축/국토
법인세법 일부개정법률안,2021-09-01,기획재정부,행정
대리점거래의 공정화에 관한 법률 일부개정법률안,2021-09-01,공정거래위원회,성장동력
부가가치세법 일부개정법률안,2021-09-01,기획재정부,행정
해양폐기물 및 해양오염퇴적물 관리법 일부개정법률안,2021-09-01,해양수산부,농산어촌
수도법 일부개정법률안,2021-09-01,환경부,안전/환경
공항시설법 일부개정법률안,2021-09-01,국토교통부,교통/건축/국토
환경영향평가법 일부개정법률안,2021-09-01,환경부,안전/환경
조세특례제한법 일부개정법률안,2021-09-01,기획재정부,행정
농어업회의소법안,2021-09-01,농림축산식품부,농산어촌
도시하천유역 침수피해방지대책법안,2021-09-01,환경부,안전/환경
한국도로공사법 일부개정법률안,2021-09-01,국토교통부,교통/건축/국토
에너지법 일부개정법률안,2021-09-01,산업통상자원부,성장동력
유기성 폐자원을 활용한 바이오가스의 생산 및 이용 촉진법안,2021-09-01,환경부,안전/환경
대한민국국기법 일부개정법률안,2021-09-01,행정안전부,행정
건축물관리법 일부개정법률안,2021-09-01,국토교통부,교통/건축/국토
폐기물관리법 일부개정법률안,2021-09-01,환경부,안전/환경
조세특례제한법 일부개정법률안,2021-09-01,기획재정부,행정
근로기준법 일부개정법률안,2021-09-01,고용노동부,일자리
소득세법 일부개정법률안,2021-09-01,기획재정부,행정
지방회계법 일부개정법률안,2021-09-01,행정안전부,행정
공직선거법 일부개정법률안,2021-09-01,중앙선거관리위원회,정치개혁
기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안,2021-09-02,고용노동부,일자리
군인사법 일부개정법률안,2021-09-02,국방부,외교/통일/국방
농업·농촌 및 식품산업 기본법 일부개정법률안,2021-09-02,농림축산식품부,농산어촌
의료법 일부개정법률안,2021-09-02,보건복지부,보건복지
약사법 일부개정법률안,2021-09-02,보건복지부,보건복지
채용절차의 공정화에 관한 법률 일부개정법률안,2021-09-02,고용노동부,일자리
아동복지법 일부개정법률안,2021-09-02,보건복지부,보건복지
디자인보호법 일부개정법률안,2021-09-02,특허청,기타
농업·농촌 공익기능 증진 직접지불제도 운영에 관한 법률 일부개정법률안,2021-09-02,농림축산식품부,농산어촌
국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,2021-09-02,국가보훈처,보건복지
국유재산특례제한법 일부개정법률안,2021-09-02,기획재정부,행정
아동·청소년의 성보호에 관한 법률 일부개정법률안,2021-09-02,여성가족부,인권/성평등
학교노동인권교육의 활성화 및 지원에 관한 법률안,2021-09-02,교육부,육아/교육
학력·출신학교 차별금지 및 권리구제 등에 관한 법률안,2021-09-02,교육부,육아/교육
다문화가족지원법 일부개정법률안,2021-09-02,여성가족부,인권/성평등
실용신안법 일부개정법률안,2021-09-02,특허청,기타
국가균형발전 특별법 일부개정법률안,2021-09-02,기획재정부,행정
조세특례제한법 일부개정법률안,2021-09-02,기획재정부,행정
농업·농촌 및 식품산업 기본법 일부개정법률안,2021-09-02,농림축산식품부,농산어촌
의료기기법 일부개정법률안,2021-09-02,보건복지부,보건복지
지방교육재정교부금법 일부개정법률안,2021-09-02,교육부,육아/교육
근로기준법 일부개정법률안,2021-09-02,고용노동부,일자리
국회법 일부개정법률안,2021-09-02,법제처,정치개혁
상속세 및 증여세법 일부개정법률안,2021-09-02,기획재정부,행정
관세사법 일부개정법률안,2021-09-02,기획재정부,행정
농어촌특별세법 일부개정법률안,2021-09-02,기획재정부,행정
부가가치세법 일부개정법률안,2021-09-02,기획재정부,행정
건축법 일부개정법률안,2021-09-02,국토교통부,교통/건축/국토
자유무역협정의 이행을 위한 관세법의 특례에 관한 법률 일부개정법률안,2021-09-02,기획재정부,행정
파견근로자 보호 등에 관한 법률 일부개정법률안,2021-09-02,고용노동부,일자리
법인세법 일부개정법률안,2021-09-02,기획재정부,행정
개별소비세법 일부개정법률안,2021-09-02,기획재정부,행정
국제조세조정에 관한 법률 일부개정법률안,2021-09-02,기획재정부,행정
주세법 일부개정법률안,2021-09-02,기획재정부,행정
국세징수법 일부개정법률안,2021-09-02,기획재정부,행정
건축물관리법 일부개정법률안,2021-09-02,국토교통부,교통/건축/국토
수도법 일부개정법률안,2021-09-02,환경부,안전/환경
주류 면허 등에 관한 법률 일부개정법률안,2021-09-02,기획재정부,행정
국세기본법 일부개정법률안,2021-09-02,기획재정부,행정
관세법 일부개정법률안,2021-09-02,기획재정부,행정
소득세법 일부개정법률안,2021-09-02,기획재정부,행정
조세특례제한법 일부개정법률안,2021-09-02,기획재정부,행정
교통·에너지·환경세법 일부개정법률안,2021-09-02,기획재정부,행정
의료법 일부개정법률안,2021-09-03,보건복지부,보건복지
장애인고용촉진 및 직업재활법 일부개정법률안,2021-09-03,고용노동부,일자리
국민연금과 직역연금의 연계에 관한 법률 일부개정법률안,2021-09-03,보건복지부,보건복지
군인연금법 일부개정법률안,2021-09-03,국방부,외교/통일/국방
의료법 일부개정법률안,2021-09-03,보건복지부,보건복지
방송법 일부개정법률안,2021-09-03,방송통신위원회,문화/예술/체육/언론
국정감사 및 조사에 관한 법률 일부개정법률안,2021-09-03,법제처,정치개혁
남북 이산가족 생사확인 및 교류 촉진에 관한 법률 일부개정법률안,2021-09-03,통일부,외교/통일/국방
원자력안전 정보공개 및 소통에 관한 법률 일부개정법률안,2021-09-03,원자력안전위원회,안전/환경
재난 및 안전관리 기본법 일부개정법률안,2021-09-03,행정안전부,행정
농지법 일부개정법률안,2021-09-03,농림축산식품부,농산어촌
전기사업법 일부개정법률안,2021-09-03,산업통상자원부,성장동력
스토킹범죄의 처벌 등에 관한 법률 일부개정법률안,2021-09-03,법무부,정치개혁
국민체육진흥법 일부개정법률안,2021-09-03,문화체육관광부,문화/예술/체육/언론
약사법 일부개정법률안,2021-09-03,보건복지부,보건복지
게임산업진흥에 관한 법률 일부개정법률안,2021-09-03,문화체육관광부,문화/예술/체육/언론
청소년 보호법 일부개정법률안,2021-09-03,여성가족부,인권/성평등
농업·농촌 공익기능 증진 직접지불제도 운영에 관한 법률 일부개정법률안,2021-09-03,농림축산식품부,농산어촌
경찰관 직무집행법 일부개정법률안,2021-09-03,경찰청,행정
상속세 및 증여세법 일부개정법률안,2021-09-03,기획재정부,행정
유아교육법 일부개정법률안,2021-09-06,교육부,육아/교육
생활체육진흥법 일부개정법률안,2021-09-06,문화체육관광부,문화/예술/체육/언론
사회복지사업법 일부개정법률안,2021-09-06,보건복지부,보건복지
문화예술진흥법 일부개정법률안,2021-09-06,문화체육관광부,문화/예술/체육/언론
국회법 일부개정법률안,2021-09-06,법제처,정치개혁
부담금관리 기본법 일부개정법률안,2021-09-06,기획재정부,행정
의료법 일부개정법률안,2021-09-06,보건복지부,보건복지
식품위생법 일부개정법률안,2021-09-06,식품의약품안전처,안전/환경
청소년복지 지원법 일부개정법률안,2021-09-06,여성가족부,인권/성평등
국가재정법 일부개정법률안,2021-09-06,기획재정부,행정
문화예술교육 지원법 일부개정법률안,2021-09-06,문화체육관광부,문화/예술/체육/언론
국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,2021-09-06,국가보훈처,보건복지
보훈기금법 일부개정법률안,2021-09-06,국가보훈처,보건복지
공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안,2021-09-06,국토교통부,교통/건축/국토
근로기준법 일부개정법률안,2021-09-06,고용노동부,일자리
모자보건법 일부개정법률안,2021-09-06,보건복지부,보건복지
근로기준법 일부개정법률안,2021-09-06,고용노동부,일자리
유네스코 활동에 관한 법률 일부개정법률안,2021-09-06,교육부,육아/교육
도로교통법 일부개정법률안,2021-09-07,경찰청,행정
미세먼지 저감 및 관리에 관한 특별법 일부개정법률안,2021-09-07,환경부,안전/환경
전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안,2021-09-07,공정거래위원회,성장동력
국가균형발전 특별법 일부개정법률안,2021-09-07,기획재정부,행정
제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 일부개정법률안,2021-09-07,행정안전부,행정
공직자윤리법 일부개정법률안,2021-09-07,인사혁신처,행정
여권법 일부개정법률안,2021-09-07,외교부,외교/통일/국방
임금채권보장법 일부개정법률안,2021-09-07,고용노동부,일자리
기초연금법 일부개정법률안,2021-09-07,보건복지부,보건복지
사회복지사 등의 처우 및 지위 향상을 위한 법률 일부개정법률안,2021-09-07,보건복지부,보건복지
국가균형발전 특별법 일부개정법률안,2021-09-08,산업통상자원부,성장동력
부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안,2021-09-08,국민권익위원회,인권/성평등
사회적기업 육성법 일부개정법률안,2021-09-08,고용노동부,일자리
민사집행법 일부개정법률안,2021-09-08,법무부,정치개혁
산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안,2021-09-08,산업통상자원부,성장동력
해외진출기업의 국내복귀 지원에 관한 법률 일부개정법률안,2021-09-08,산업통상자원부,성장동력
폐기물관리법 일부개정법률안,2021-09-08,환경부,안전/환경
근로기준법 일부개정법률안,2021-09-08,고용노동부,일자리
만화진흥에 관한 법률 일부개정법률안,2021-09-08,문화체육관광부,문화/예술/체육/언론
소상공인 보호 및 지원에 관한 법률 일부개정법률안,2021-09-08,중소벤처기업부,일자리
지방공기업법 일부개정법률안,2021-09-08,행정안전부,행정
지방자치단체 출자·출연 기관의 운영에 관한 법률 일부개정법률안,2021-09-08,행정안전부,행정
공공기관의 운영에 관한 법률 일부개정법률안,2021-09-08,기획재정부,행정
상호저축은행법 일부개정법률안,2021-09-08,금융위원회,경제민주화
교통안전법 일부개정법률안,2021-09-08,국토교통부,교통/건축/국토
병역법 일부개정법률안,2021-09-08,병무청,외교/통일/국방
대한민국예술원법 일부개정법률안,2021-09-09,문화체육관광부,문화/예술/체육/언론
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2021-09-09,방송통신위원회,문화/예술/체육/언론
새만금사업 추진 및 지원에 관한 특별법 일부개정법률안,2021-09-09,국토교통부,교통/건축/국토
통계법 일부개정법률안,2021-09-09,기획재정부,행정
국립대학법인 인천대학교 설립·운영에 관한 법률 일부개정법률안,2021-09-09,교육부,육아/교육
뇌전증 관리 및 뇌전증환자의 지원에 관한 법률안,2021-09-09,보건복지부,보건복지
집회 및 시위에 관한 법률 일부개정법률안,2021-09-09,경찰청,행정
아동복지법 일부개정법률안,2021-09-09,보건복지부,보건복지
혈액관리법 일부개정법률안,2021-09-09,보건복지부,보건복지
군인사법 일부개정법률안,2021-09-09,국방부,외교/통일/국방
무형문화재 보전 및 진흥에 관한 법률 일부개정법률안,2021-09-10,문화재청,문화/예술/체육/언론
영유아보육법 일부개정법률안,2021-09-10,보건복지부,보건복지
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2021-09-10,고용노동부,일자리
경찰관 직무집행법 일부개정법률안,2021-09-10,경찰청,행정
고위공직자범죄수사처 설치 및 운영에 관한 법률 일부개정법률안,2021-09-10,고위공직자범죄수사처,정치개혁
아동복지법 일부개정법률안,2021-09-10,보건복지부,보건복지
공공감사에 관한 법률 일부개정법률안,2021-09-10,감사원,행정
아동수당법 일부개정법률안,2021-09-10,보건복지부,보건복지
국유재산특례제한법 일부개정법률안,2021-09-10,기획재정부,행정
청원경찰법 일부개정법률안,2021-09-10,경찰청,행정
여객자동차 운수사업법 일부개정법률안,2021-09-10,국토교통부,교통/건축/국토
도시공원 및 녹지 등에 관한 법률 일부개정법률안,2021-09-10,국토교통부,교통/건축/국토
공간복지기본법안,2021-09-10,국무조정실,행정
해수욕장의 이용 및 관리에 관한 법률 일부개정법률안,2021-09-10,해양수산부,농산어촌
전기통신사업법 일부개정법률안,2021-09-10,과학기술정보통신부,성장동력
규제자유특구 및 지역특화발전특구에 관한 규제특례법 일부개정법률안,2021-09-10,중소벤처기업부,일자리
민간임대주택에 관한 특별법 일부개정법률안,2021-09-10,국토교통부,교통/건축/국토
기업 활력 제고를 위한 특별법 일부개정법률안,2021-09-10,산업통상자원부,성장동력
조세특례제한법 일부개정법률안,2021-09-10,기획재정부,행정
지방세법 일부개정법률안,2021-09-10,행정안전부,행정
약사법 일부개정법률안,2021-09-10,보건복지부,보건복지
특정강력범죄의 처벌에 관한 특례법 일부개정법률안,2021-09-10,법무부,정치개혁
군인의 지위 및 복무에 관한 기본법 일부개정법률안,2021-09-13,국방부,외교/통일/국방
전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 일부개정법률안,2021-09-13,금융위원회,경제민주화
독점규제 및 공정거래에 관한 법률 일부개정법률안,2021-09-13,공정거래위원회,성장동력
아동복지법 일부개정법률안,2021-09-13,보건복지부,보건복지
채무자 회생 및 파산에 관한 법률 일부개정법률안,2021-09-13,법무부,정치개혁
취업 후 학자금 상환 특별법 일부개정법률안,2021-09-13,교육부,육아/교육
소득세법 일부개정법률안,2021-09-13,기획재정부,행정
이동통신단말장치 유통구조 개선에 관한 법률 일부개정법률안,2021-09-13,방송통신위원회,문화/예술/체육/언론
마약류 관리에 관한 법률 일부개정법률안,2021-09-13,식품의약품안전처,안전/환경
국민체육진흥법 일부개정법률안,2021-09-13,문화체육관광부,문화/예술/체육/언론
주택법 일부개정법률안,2021-09-13,국토교통부,교통/건축/국토
조세특례제한법 일부개정법률안,2021-09-13,기획재정부,행정
건축물관리법 일부개정법률안,2021-09-13,국토교통부,교통/건축/국토
공직선거법 일부개정법률안,2021-09-13,중앙선거관리위원회,정치개혁
항공안전법 일부개정법률안,2021-09-13,국토교통부,교통/건축/국토
공중위생관리법 일부개정법률안,2021-09-13,보건복지부,보건복지
국민기초생활 보장법 일부개정법률안,2021-09-13,보건복지부,보건복지
종합부동산세법 일부개정법률안,2021-09-13,기획재정부,행정
조세특례제한법 일부개정법률안,2021-09-14,기획재정부,행정
국회법 일부개정법률안,2021-09-14,법제처,정치개혁
승강기 안전관리법 일부개정법률안,2021-09-14,행정안전부,행정
여객자동차 운수사업법 일부개정법률안,2021-09-14,국토교통부,교통/건축/국토
소비자기본법 일부개정법률안,2021-09-14,공정거래위원회,성장동력
방위산업기술 보호법 일부개정법률안,2021-09-14,국방부,외교/통일/국방
사립학교교직원 연금법 일부개정법률안,2021-09-14,교육부,육아/교육
해양수산발전 기본법 일부개정법률안,2021-09-14,해양수산부,농산어촌
도시철도법 일부개정법률안,2021-09-14,국토교통부,교통/건축/국토
노사관계 발전 지원에 관한 법률 일부개정법률안,2021-09-14,고용노동부,일자리
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2021-09-14,방송통신위원회,문화/예술/체육/언론
장애인·노인·임산부 등의 편의증진 보장에 관한 법률 일부개정법률안,2021-09-14,보건복지부,보건복지
형사소송법 일부개정법률안,2021-09-14,법무부,정치개혁
금융교육의 활성화 및 지원에 관한 법률안,2021-09-14,금융위원회,경제민주화
건설산업기본법 일부개정법률안,2021-09-14,국토교통부,교통/건축/국토
산업구조 전환에 따른 노동전환 지원에 관한 법률안,2021-09-14,고용노동부,일자리
후계농어업인 및 청년농어업인 육성·지원에 관한 법률 일부개정법률안,2021-09-14,농림축산식품부,농산어촌
동물보호법 일부개정법률안,2021-09-14,농림축산식품부,농산어촌
사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,2021-09-14,법무부,정치개혁
재해구호법 일부개정법률안,2021-09-14,행정안전부,행정
사회기반시설에 대한 민간투자법 일부개정법률안,2021-09-14,기획재정부,행정
동물보호법 일부개정법률안,2021-09-14,농림축산식품부,농산어촌
조세특례제한법 일부개정법률안,2021-09-14,기획재정부,행정
부정청탁 및 금품등 수수의 금지에 관한 법률 일부개정법률안,2021-09-15,국민권익위원회,인권/성평등
근로기준법 일부개정법률안,2021-09-15,고용노동부,일자리
산업안전보건법 일부개정법률안,2021-09-15,고용노동부,일자리
고용보험법 일부개정법률안,2021-09-15,고용노동부,일자리
하도급거래 공정화에 관한 법률 일부개정법률안,2021-09-15,공정거래위원회,성장동력
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2021-09-15,고용노동부,일자리
아동·청소년의 성보호에 관한 법률 일부개정법률안,2021-09-15,여성가족부,인권/성평등
노동조합 및 노동관계조정법 일부개정법률안,2021-09-15,고용노동부,일자리
5ㆍ18민주유공자예우 및 단체설립에 관한 법률 일부개정법률안,2021-09-15,국가보훈처,보건복지
장애인복지법 일부개정법률안,2021-09-15,보건복지부,보건복지
고준위 방사성폐기물 관리에 관한 특별법안,2021-09-15,산업통상자원부,성장동력
원자력안전법 일부개정법률안,2021-09-15,원자력안전위원회,안전/환경
대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안,2021-09-15,금융위원회,경제민주화
원자력 진흥법 일부개정법률안,2021-09-15,과학기술정보통신부,성장동력
채무자 회생 및 파산에 관한 법률 일부개정법률안,2021-09-15,법무부,정치개혁
정부조직법 일부개정법률안,2021-09-15,행정안전부,행정
조세특례제한법 일부개정법률안,2021-09-15,기획재정부,행정
전기사업법 일부개정법률안,2021-09-15,산업통상자원부,성장동력
금융위원회의 설치 등에 관한 법률 전부개정법률안,2021-09-15,금융위원회,경제민주화
공직선거법 일부개정법률안,2021-09-15,중앙선거관리위원회,정치개혁
정부조직법 일부개정법률안,2021-09-15,행정안전부,행정
조세특례제한법 일부개정법률안,2021-09-15,기획재정부,행정
병역법 일부개정법률안,2021-09-15,병무청,외교/통일/국방
아동복지법 일부개정법률안,2021-09-15,보건복지부,보건복지
형법 일부개정법률안,2021-09-15,법무부,정치개혁
전기통신사업법 일부개정법률안,2021-09-15,과학기술정보통신부,성장동력
해양조사와 해양정보 활용에 관한 법률  일부개정법률안,2021-09-15,해양수산부,농산어촌
해양폐기물 및 해양오염퇴적물 관리법 일부개정법률안,2021-09-15,해양수산부,농산어촌
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2021-09-15,법무부,정치개혁
조세특례제한법 일부개정법률안,2021-09-16,기획재정부,행정
한국국방연구원법 일부개정법률안,2021-09-16,국방부,외교/통일/국방
근로기준법 일부개정법률안,2021-09-16,고용노동부,일자리
아동복지법 일부개정법률안,2021-09-16,보건복지부,보건복지
근로기준법 일부개정법률안,2021-09-16,고용노동부,일자리
조세특례제한법 일부개정법률안,2021-09-16,기획재정부,행정
항공우주산업개발 촉진법 일부개정법률안,2021-09-16,산업통상자원부,성장동력
보험업법 일부개정법률안,2021-09-16,금융위원회,경제민주화
국민건강보험법 일부개정법률안,2021-09-16,보건복지부,보건복지
6·25전쟁 전사자 보상에 관한 특별법안,2021-09-16,국방부,외교/통일/국방
예비군법 일부개정법률안,2021-09-16,국방부,외교/통일/국방
축산물 위생관리법 일부개정법률안,2021-09-17,식품의약품안전처,안전/환경
실험동물에 관한 법률 일부개정법률안,2021-09-17,식품의약품안전처,안전/환경
의료기기법 일부개정법률안,2021-09-17,식품의약품안전처,안전/환경
도로교통법 일부개정법률안,2021-09-17,경찰청,행정
도로교통법 일부개정법률안,2021-09-17,경찰청,행정
